ID	Ind1	Ind2	Ind3	Ind4	Ind5	Ind6	Ind7	Ind8	Ind9	Ind10	Ind11	Ind12	Ind13	Ind14	Ind15	Ind16	Ind17	Ind18	Ind19	Ind20	Ind21	Ind22	Ind23	Ind24	Ind25	Ind26	Ind27	Ind28	Ind29	Ind30	Ind31	Ind32	Ind33	Ind34	Ind35	Ind36	Ind37	Ind38	Ind39	Ind40	Ind41	Ind42	Ind43	Ind44	Ind45	Ind46	Ind47	Ind48	Ind49	Ind50	Ind51	Ind52	Ind53	Ind54	Ind55	Ind56	Ind57	Ind58	Ind59	Ind60	Ind61	Ind62	Ind63	Ind64	Ind65	Ind66	Ind67	Ind68	Ind69	Ind70	Ind71	Ind72	Ind73	Ind74	Ind75	Ind76	Ind77	Ind78	Ind79	Ind80	Ind81	Ind82	Ind83	Ind84	Ind85	Ind86	Ind87	Ind88	Ind89	Ind90	Ind91	Ind92	Ind93	Ind94	Ind95	Ind96	Ind97	Ind98	Ind99	Ind100
g1	4.15596804807174	4.48926861717348	4.79619824134576	3.62269990387024	7.31259492634763	5.28570656754187	4.89771240024925	3.53156778066548	5.46906530130969	5.89131128318123	4.25297842767289	4.32478417505252	4.89317001408491	6.18627379283439	4.45966839387489	3.48296498134084	4.84562800653828	4.14685452782751	4.52083647637783	4.17909555690932	6.19618510289728	4.48279953216576	7.92908041290892	3.89662462045296	6.41618930476041	4.70361983936731	6.70304134091187	6.4935589695	5.53667119356457	6.92753306514293	7.08599743736275	7.31175772051599	5.44184352412289	2.1020395927996	6.22593016697562	5.57423089063105	6.07717823243451	4.11268916433978	3.23257538864533	7.57597270023066	6.96492572893644	7.47375564121797	5.63921480116808	6.22521247258109	5.31439331397945	1.97650726331011	5.46285504746782	5.00441093475261	4.64552791453105	7.34032862202954	5.97138225152965	8.05171373866452	7.83644766133748	8.18902763314218	4.88889361612606	8.11050031547995	8.55631728082832	8.80841571710464	3.41360181133184	10.9267873880699	4.23158233339514	5.14295706473842	6.59761402217266	7.60178066174608	6.31741357451394	9.02996548187769	8.23325888882824	6.50188105685864	6.13329870451782	8.18034684269149	8.89890105187446	5.65830470332796	6.41466207858334	7.3706718576316	7.78159280078826	6.9734044507982	8.69988603180299	6.18174443435641	7.48021279335835	4.68345221614345	5.34725316819356	5.76047957278431	6.11119182282853	8.13278940646792	6.25131331879744	5.3677404153212	4.79625770662424	8.66822615502857	8.36224582347124	7.54946701519711	4.44476943615919	9.68922131167639	8.84516718109937	5.09907306932348	6.23558469175877	5.71059121081895	5.76700009371516	2.65488709976101	8.75698811181159	7.08678851882338
g2	4.14905399438258	5.59776619099306	5.94788654312673	4.77803663159755	1.67710572967381	6.79434882412753	4.39331153561881	3.49219952480485	7.25715866721911	5.19784006356246	6.33815728100911	5.52080505719959	5.73047940460247	6.59200723127223	6.16374727424006	5.17237834021698	4.91695630794927	5.26720321039974	2.7288532714054	5.15145904967566	5.21001559022174	3.19980613472758	5.93856752317894	5.42071184923952	7.18338375050434	3.94859509763168	6.82108981051432	5.43369373246275	5.85688651678301	5.96392918873794	3.86919353963029	4.3577975594269	7.96213639326291	8.26509184457954	4.76521860405557	8.29695480383065	4.62781943220989	6.14162229356577	6.68185148952269	7.63142549269386	5.16373932995972	5.1141965670627	5.69470425839757	6.58973921959918	4.43794925732408	6.76311332045252	7.99030031823701	4.11185661186882	2.60112484581541	7.31434519361182	6.81105201917149	7.14294030199436	4.57463032570867	6.57864445991278	8.84638633128428	7.8132721790673	8.60035528613632	7.56926291905784	8.6715057138339	6.82041319091635	5.97913217491211	7.59745802275723	8.25894985051679	6.36522346939654	6.08106638698826	4.4587600176599	6.24133065174974	5.83479843749406	6.96466409143208	6.46171940565533	8.64537755742293	5.57849000311852	6.69958192934943	4.43999581514851	9.5188840975653	8.49537336954038	6.6293325234999	8.58227923666881	4.84677442707419	8.98418472459374	6.87699596977133	6.82980884503442	6.41044905146076	3.99376048498265	7.93937172214777	4.41549016314179	5.81704231843049	6.57723112125901	9.57189929002349	10.0751148919934	5.69712974107955	7.12671824625006	5.86294303392378	6.19054022718169	3.67706231325048	6.58378561374237	7.38412235045899	8.8558585508741	6.85155121960021	6.89490662306591
g3	4.61428359586509	3.32316386575047	4.47748302531831	6.54576166216635	4.41750478021206	4.25322743718735	5.7678567976433	3.12866128376572	4.57687566805432	5.47569473797976	4.33713865896187	5.09084071892425	3.71442132185751	5.87620750778652	3.36369052564348	4.40010239840567	5.69049713316893	5.53504877478414	5.03430331842763	3.35899370849381	6.87654425138455	4.86105620492811	6.2739614902168	6.23059345647064	2.44009290463167	5.73440954060942	5.87155540440421	5.62786272270497	6.80523611059492	6.07875783146966	3.69655923324144	3.51879673113691	5.1117619074108	7.21153993284378	6.35435663133927	5.34912072176351	5.68040651156339	6.29007809559352	5.41860347818895	3.60559770481063	7.96142205493493	5.43606767988012	5.2432313343646	4.7729311629686	3.62199706478298	8.10859460438268	7.61210927536255	6.4543103937656	4.13493971186286	8.39507443591119	7.02405225050158	9.04707600814509	3.18920021692136	7.2280562242001	7.0355159381722	5.26556743436995	8.38761597095806	9.41380783360568	10.7012420906946	6.7561363612493	6.61676970118524	4.92392562931202	8.13121738172163	8.14864543025758	5.77191897084368	3.94151115081107	7.6594929956353	5.09326435889841	8.04072515968225	10.367205197474	5.73360523028975	8.34341898768545	5.42946455438106	4.98331621129216	5.81212547792129	6.79307456150433	6.90803768086928	6.98015106698154	7.22094702705806	7.11911758739467	9.72068590931669	7.51515967147158	7.83775244143088	8.78068281207729	4.90118063995611	4.73509958410204	4.43300067744941	6.85537790611629	6.64097136268169	3.2788046963368	8.55808963087347	6.87646865887187	7.26631867360374	8.73945027340375	7.61578515274953	6.3653802933349	5.55975287178193	6.29588190472522	5.51018123094043	7.35349408523462
g4	5.44327615221944	5.14148821444959	6.6255842062391	6.31861981331457	3.31948067176093	4.90062184841995	6.17266403748997	3.69994244997496	4.86232065150295	3.68912983828797	6.88835246439319	6.33041929033404	5.51433292887217	3.25841236631845	4.46182676788634	5.34410295345108	5.73178266413041	4.03738336296953	4.79929324588925	5.98296352319428	6.9605763497627	5.95584574000677	3.90522360913519	6.62503769223182	3.24225382692228	4.97361585329387	6.93049019441663	4.37954341134845	3.69730337003911	4.6824562189607	4.90756915474177	7.2254239822979	4.30482593884685	6.62153145300955	7.97454340032517	2.63656627409632	6.6665318548681	6.10397256980352	3.36725169000701	6.33724058993546	4.00890743566798	4.92425359627657	2.65259119343367	5.24230821914018	7.28838495209195	6.64655160912186	3.52692992390316	6.37688733421067	4.88196112787924	7.01140266809681	7.12779809794064	5.40660786414198	8.54358874379647	9.94603800446117	7.11409265407648	9.27001612018337	8.39856376699836	7.37446119072397	7.64409237384887	5.38652711426718	3.32371703401489	6.55484661894849	3.77609650759041	4.15587055460994	9.52458240372474	6.343432723704	7.45637199152655	6.33435561808203	8.51819682567195	7.65500441703255	6.9199956460636	5.34378494295892	5.62327258016222	6.31064513016655	10.8903307045363	6.35916111614713	3.89726629403321	4.15839556558967	7.8656892980386	8.53715804067225	5.81715745759659	5.64481878742343	9.56836649875194	6.86104643752722	6.15740447421401	5.66712430955575	8.29729593962057	10.6327262438912	4.73883320827415	9.96566688969667	5.24188422219699	8.10802115326296	5.89448027791205	6.52281085879624	6.52694076358034	8.28189717204262	4.24196708337295	6.94742787722484	7.27538349755111	8.56483960191061
g5	6.617624049979	5.32336868658266	3.36452830390765	3.6978279581561	7.27916668609762	5.11741952587192	3.77958658288145	5.56216507207238	6.49958564204092	4.65423157553247	4.15203789746273	5.24233644191591	5.6213354225624	3.79173955752781	4.80912190611688	3.21486002904146	4.10909542139897	6.58187220332211	4.89642855516313	5.19051264697281	7.20326502540818	4.4929406301101	5.3193258305025	4.01667378730374	7.73945916746741	4.8437374283473	3.69431300987008	7.9262380322779	4.4310485516944	5.53931560285986	7.21355942613949	5.80151822109453	6.08183359995501	3.49305124625979	6.0262636707449	4.77929506979184	7.62413588475504	6.00559950564897	3.97096689986625	5.36082800714071	6.10696267956241	3.38918407579142	6.67113044315952	6.51520113179586	5.83185550249508	6.3941458658994	3.80501243511107	5.97024412396454	3.60749843542301	5.65164227320481	7.27896570694701	7.62393542202534	12.7531730880992	4.71141985095464	8.29653711820721	6.80509254349935	7.69944645460076	6.80657742391648	6.42990310779919	6.43558686045005	5.85816010639455	8.08790158280144	8.24705770279125	7.83428971421592	8.2214697879828	8.75705652673637	7.84825832882898	8.48807174361795	6.72141787737069	4.91713765405019	5.8827532672842	7.87003587313096	9.24368061033364	3.57090653546725	5.73537030083992	6.31912279828861	7.96403683958362	6.33554843163223	8.76597011701058	5.3497833139375	3.65511754199538	10.9148088271729	5.975819503743	5.29508551098477	6.7629478120088	6.57072959053743	6.79026558183826	3.60536472687997	5.11087576971178	6.81359098447963	5.39093733738019	5.535067906244	7.16161610859055	6.93832013479089	9.1803002723397	5.79468960986581	3.95381779172708	7.50390283771441	8.05077859791619	6.51174246247753
g6	5.96462472540313	4.46431305301719	3.56279817914789	2.27953191768114	3.2577450207055	4.81459222809101	4.92716600221637	5.27989377117672	4.28698791871815	7.73240091175353	1.75438807329723	4.53948037564002	5.39076870741027	3.43344669550505	4.79799184800851	4.68748238465179	6.34222644034715	5.91337278586072	4.67701847382496	5.51742857246349	4.48691936415145	4.47817820560619	4.19377054298869	6.5806404361305	6.10799703819306	8.03928644496673	3.68506421628404	4.01388372294366	5.71913666474843	3.91780173772147	6.27728904117975	2.33586722277779	4.76700258413315	5.09972103345879	7.2625349669502	4.19032945482141	3.9192593183145	6.85202887259991	4.76024143223684	6.16906835603387	6.08915232141484	6.46173088213246	4.65146254774547	5.76622026696416	5.09021961140817	4.19623197298315	4.97009954431298	5.22648281807302	2.83085572538561	4.60378010708747	6.82756324548666	6.02275219024511	4.98189402616079	6.5953435109954	6.58282181471711	7.94859004760506	5.86838206511569	9.88601229544327	7.23067026147615	7.35784598396115	7.79804077172885	4.69703252582204	5.75422759691719	9.02226243440906	4.61469144127857	7.63965186520874	6.9851782846297	5.05618845849617	5.03719060246474	5.95244316280629	8.84924716306068	7.54384098057465	5.62144836366545	6.99037678968811	8.85768499657179	6.38932381139354	9.53663437253548	6.05310291137857	6.11656967346922	8.60941761883118	4.8356897955214	9.67009073213847	6.52271341335976	6.35935680471744	4.97743710546973	5.61185234213381	6.41538316933074	8.84114834089906	6.44124152391397	6.7315794424142	8.35992400340518	6.24641875067473	6.17582428837907	7.73006674109278	5.9000447729305	5.03458717601277	5.54969596399374	7.33031561888345	8.8077410389773	5.79492547898619
g7	5.07123667522273	6.32618659276063	6.18007583509264	5.94786030910359	5.41359327337472	4.67986918546829	4.58276670194169	2.86198799614435	4.5500457955518	5.26570583965849	5.04760497381868	5.54431206256064	6.33567780341842	3.30056637388128	3.03577053454411	5.63629877781528	5.18860840221388	5.23602484800914	5.65504658746959	5.72262667965449	4.96051540715602	6.64860282157514	5.55395980257963	4.57609813324357	8.58710090053532	5.75362529372107	5.60900236713118	3.36808492474153	4.29044257765431	3.1770862793078	6.05615005162114	6.23231875812146	3.74129113846868	7.27030377478229	5.55107938311821	6.50803791719561	5.21354745792059	4.10718548286534	5.8474804871021	7.26648927823443	4.42768515722259	5.5905058375907	3.48611527603725	4.76063709189804	4.56834087601565	3.67037428747206	5.26400295506226	4.84539303490354	6.52651889524436	4.9633594399441	8.64235693870776	7.58989781275958	8.31855790553882	6.77604200645151	5.83405416194308	6.56340484574613	9.26517856734795	10.8909358493599	7.74324270041175	5.98936269968579	8.63297467812706	7.36520447059684	8.99531410271561	5.77100097150579	5.83112945872797	7.38972102799456	3.97452974033857	7.57962162498128	7.45834546158745	6.24220603120533	5.71006481300226	6.44734719718536	6.65103901593191	7.49692090323166	6.42731705167634	5.32961164095962	6.47886783844958	6.23649030060745	9.00975175275914	6.5357594604267	8.64610926115525	7.51539965201058	6.63175390110778	9.05015073037162	9.11144205468424	6.00633919465533	4.19108547331568	6.16719433058033	9.01310348767221	5.63959487951465	6.24179818983665	7.30022390193825	7.42026825619911	6.41916475430592	7.75439078156979	9.00223282967374	4.93037251439723	4.41496647084665	5.93311481215221	5.08777957499602
g8	4.94776579390443	4.45179213799514	2.46483147968879	5.70899093955209	6.2126422010316	4.55400894991255	5.43299865313042	6.69756090591059	6.18714411833305	3.94974023460017	4.89202954882388	4.90239036465546	3.39884304724894	3.96860144161899	5.5950039869254	4.02266584751085	3.83810381061991	5.67881895410096	5.45728392497496	4.2802218328354	7.05600152574667	7.47627654640925	4.37982933417721	4.06908315559192	3.41054023357737	5.33542491294086	5.2336192176793	7.60815931654446	3.57332307173889	4.79166247689857	4.82930840787337	2.83535838634686	5.51169563181076	5.92893215702008	3.53509624162557	7.59976800054275	5.18696599785456	6.53470086728889	7.67053784935763	3.6536684476961	4.85239942192505	5.6212248458588	5.96638022476321	7.6191241700193	5.00285936465839	5.31350643194866	7.98853206872805	5.56414428367625	8.35448656368853	3.11116055690304	7.19750936359733	4.96000568994928	8.80197353595196	7.65500129739586	10.5056746753718	6.98724134127894	7.95595191126597	4.61180948190419	6.46358060381495	4.56301766490094	4.88673123982351	7.55527199570426	6.57615006867868	6.14455239812676	5.6673074022964	5.83409729286539	6.61887391758132	9.65535348328559	6.89369507549517	5.51909633745252	5.99666181155741	8.06548877206324	7.64176806506864	7.2700268120179	6.83788484723914	8.52666974928798	4.82497667864327	9.30689276316201	5.37440635884253	7.77166820877089	10.1941629906701	6.65299309730636	5.19389655908109	7.66782884146612	2.27676687227464	7.24284055616338	6.83932407059662	7.98691001105087	5.37630598688265	8.05039974867986	8.12764832777598	8.47256580301423	9.08566062738297	6.01977735340989	10.1225061548322	9.13202271749681	5.53161026723043	6.74823000438122	8.69159468422602	10.7872081637856
g9	3.76928222391887	5.36815930803835	5.72918186410416	5.09179659978126	3.93011723356561	1.84071374742056	5.22866530747388	8.13377220902512	4.43679854862137	5.12314466819131	4.18571622031669	3.00520598847759	6.34250226213961	5.45593945243686	6.00596514731829	5.79666502989021	5.36879268559365	4.86902359762128	4.22935947674642	4.97982096576228	5.07108220806314	5.26348541885435	4.79302497448404	5.253325447768	5.56914855652472	6.29511239752668	2.56421848431078	6.23661796776011	6.37383956625328	6.97028216881387	6.23159818831097	3.91366923014369	3.88887882694096	4.92436824260079	7.02329675882807	6.70029510301552	4.81707837406862	4.05631974313464	4.71130346239895	4.41143791882377	5.91590487032926	4.89793721505529	6.33185155842757	5.33691791046354	6.20145047853181	4.10565670093677	5.34088086031668	5.59575078717661	4.26101454983621	4.54132997772839	6.38086761320271	3.05564794703669	4.33743580219258	6.10351276850452	9.56679751213623	7.02631814060831	11.6563647159546	5.37675228314679	8.30982205053772	8.0247747476075	4.91783935581938	9.08962856028513	6.82056774979361	6.36488137385955	11.5871143531405	5.28757693865412	5.24055853011226	7.20621768511092	7.5634061330534	4.0437286859331	8.36643674705455	7.99758808359675	6.20203906088982	4.19061267647903	7.65144041568358	6.63366470987124	7.15999591308005	8.75790157005177	7.75987918267941	6.31823706236052	4.01013480380318	6.55796191198106	5.40866321551538	7.38437975987758	5.05084816175014	2.91061165722485	7.7719628567528	6.28833359384758	9.33905618467412	4.71938517453524	8.87074679517665	9.09720029922129	8.23086110361764	7.22487246145589	5.70800646339009	9.58710166973296	9.55833556194712	7.03578801248856	5.24383618801165	5.75975113385383
g10	6.17974688105201	6.44120659347222	3.23143963561043	5.34970117713458	4.00265689974811	5.65020975410408	6.55133716183836	5.77177587050197	3.51960894203877	3.88829118613676	6.9853495033894	5.65329779994378	4.05949448832033	2.87638970462183	5.65401449390194	4.1281616198604	5.68655066511706	5.73557838560226	6.2003462517312	3.05908245974233	3.84902983563837	2.5252452229057	6.15531718554754	6.15189534802355	4.68582392126711	1.90386684161773	6.60214374648182	5.73373874928493	5.77955863876442	7.16236594135996	5.22729561426962	4.77894128303365	5.85362920494466	9.11163808425082	7.33883795006977	5.73231830555786	4.99757252457927	6.31263665024465	6.03819618580773	6.62210999572497	6.80918026047058	6.04089349616207	6.35369036455951	5.73337833056656	5.72144806752635	5.02678727510584	2.5881527694381	4.92723283000862	2.22710681189573	7.17967242472659	6.44535313251086	7.95112395889989	7.73119863420757	5.76314819340696	5.10772708532937	6.47317774025862	5.75228405875871	6.01150290454792	5.3145207736728	3.32362112855449	7.36816762665954	7.05205128014902	7.95175795157457	8.01704332679094	6.35557392487589	9.24256959330691	9.18464645014411	11.3157739047775	8.44090417418872	5.2592695220244	4.67566047211683	8.71290637273207	9.59882169952449	9.43622106569904	7.69092596824244	5.9808631374763	8.0591429618099	7.57244247633629	5.93721330241614	6.59933895456355	4.11867436586606	7.29138260162361	4.47584819962138	8.23443176816366	5.07219049624036	8.81652064341252	6.02835822383644	9.85202088489493	5.42497582530788	4.2086681129884	8.45009510830166	9.08996301638665	4.7793670383025	7.04581262271203	6.08002319143743	5.84262977299204	7.38726005196127	9.5480802870779	10.4817540954721	5.86229814963094
